transaction_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,transaction_ts,payment_mode,last_updated_ts
QM-TXN0001323,QM-C00386,QM-P0019,QM-S001,4,175.98,703.92,2024-01-27 06:38:22,Card,2024-01-27 06:38:22
QM-TXN0002976,QM-C00087,QM-P0010,QM-S005,9,278.92,2510.28,2023-03-14 00:02:46,Cash,2023-03-14 00:02:46
QM-TXN0003426,QM-C00542,QM-P0015,QM-S006,6,395.86,2375.16,2023-03-20 05:56:56,UPI,2023-03-20 05:56:56
QM-TXN0008894,QM-C00480,QM-P0022,QM-S002,5,621.28,3106.4,2024-01-19 14:03:49,Card,2024-01-19 14:03:49
QM-TXN0001694,QM-C00633,QM-P0002,QM-S007,4,270.07,1080.28,2024-07-24 11:18:19,UPI,2024-07-24 11:18:19
QM-TXN0002005,QM-C00606,QM-P0014,QM-S008,7,218.6,1530.2,2023-04-21 23:16:25,UPI,2023-04-21 23:16:25
QM-TXN0003913,QM-C00643,QM-P0017,QM-S002,4,109.09,436.36,2023-01-26 10:37:34,Wallet,2023-01-26 10:37:34
QM-TXN0002352,QM-C00632,QM-P0001,QM-S004,5,540.93,2704.65,2024-11-04 23:27:02,Cash,2024-11-04 23:27:02
QM-TXN0002076,QM-C00666,QM-P0005,QM-S004,3,181.15,543.45,2023-06-24 18:14:19,Wallet,2023-06-24 18:14:19
QM-TXN0000893,QM-C00451,QM-P0008,QM-S002,10,21.46,214.6,2023-03-15 22:48:50,Wallet,2023-03-15 22:48:50
QM-TXN0006780,QM-C00454,QM-P0018,QM-S004,6,641.18,3847.08,2023-09-25 01:07:00,Wallet,2023-09-25 01:07:00
QM-TXN0007484,QM-C00764,QM-P0019,QM-S002,10,175.98,1759.8,2024-06-08 03:50:13,UPI,2024-06-08 03:50:13
QM-TXN0000189,QM-C00434,QM-P0013,QM-S008,9,231.72,2085.48,2024-07-09 19:27:48,Cash,2024-07-09 19:27:48
QM-TXN0001369,QM-C00045,QM-P0006,QM-S003,1,472.31,472.31,2024-08-17 01:21:57,Wallet,2024-08-17 01:21:57
QM-TXN0005203,QM-C00244,QM-P0001,QM-S004,5,540.93,2704.65,2023-08-05 23:07:37,Cash,2023-08-05 23:07:37
QM-TXN0000538,QM-C00439,QM-P0017,QM-S003,6,109.09,654.54,2023-12-02 05:36:26,Cash,2023-12-02 05:36:26
QM-TXN0003517,QM-C00697,QM-P0001,QM-S008,7,540.93,3786.51,2024-01-26 10:59:14,Cash,2024-01-26 10:59:14
QM-TXN0008772,QM-C00205,QM-P0024,QM-S006,4,440.82,1763.28,2024-08-25 13:05:21,Card,2024-08-25 13:05:21
QM-TXN0001146,QM-C00071,QM-P0024,QM-S007,2,440.82,881.64,2024-10-18 12:09:05,Wallet,2024-10-18 12:09:05
QM-TXN0000727,QM-C00165,QM-P0021,QM-S005,5,594.96,2974.8,2023-03-17 17:34:27,Card,2023-03-17 17:34:27
QM-TXN0000952,QM-C00788,QM-P0024,QM-S007,10,440.82,4408.2,2023-08-24 18:32:11,Card,2023-08-24 18:32:11
QM-TXN0007740,QM-C00242,QM-P0011,QM-S007,10,64.1,641.0,2024-01-09 07:47:09,Cash,2024-01-09 07:47:09
QM-TXN0000023,QM-C00112,QM-P0021,QM-S001,1,594.96,594.96,2023-01-19 07:02:28,Wallet,2023-01-19 07:02:28
QM-TXN0004233,QM-C00166,QM-P0022,QM-S003,5,621.28,3106.4,2024-01-09 17:27:20,Card,2024-01-09 17:27:20
QM-TXN0002116,QM-C00768,QM-P0010,QM-S007,5,278.92,1394.6,2023-04-20 23:39:24,Wallet,2023-04-20 23:39:24
QM-TXN0001795,QM-C00253,QM-P0012,QM-S005,2,339.31,678.62,2023-12-30 15:42:35,Wallet,2023-12-30 15:42:35
QM-TXN0000285,QM-C00204,QM-P0021,QM-S001,7,594.96,4164.72,2024-04-25 21:13:26,Card,2024-04-25 21:13:26
QM-TXN0001446,QM-C00327,QM-P0010,QM-S007,1,278.92,278.92,2023-10-17 01:51:50,Card,2023-10-17 01:51:50
QM-TXN0003693,QM-C00465,QM-P0019,QM-S005,8,175.98,1407.84,2024-01-01 23:00:00,Wallet,2024-01-01 23:00:00
QM-TXN0008745,QM-C00613,QM-P0001,QM-S004,5,540.93,2704.65,2023-09-12 20:06:26,Wallet,2023-09-12 20:06:26
QM-TXN0004973,QM-C00645,QM-P0018,QM-S007,2,641.18,1282.36,2023-08-08 02:20:36,Card,2023-08-08 02:20:36
QM-TXN0004818,QM-C00633,QM-P0016,QM-S006,2,448.18,896.36,2024-06-29 19:58:06,Cash,2024-06-29 19:58:06
QM-TXN0004766,QM-C00601,QM-P0001,QM-S002,1,540.93,540.93,2023-09-06 12:27:12,Wallet,2023-09-06 12:27:12
QM-TXN0004791,QM-C00355,QM-P0018,QM-S001,8,641.18,5129.44,2023-03-27 16:29:55,Card,2023-03-27 16:29:55
QM-TXN0000899,QM-C00065,QM-P0014,QM-S002,8,218.6,1748.8,2023-03-19 03:32:24,Wallet,2023-03-19 03:32:24
QM-TXN0006358,QM-C00302,QM-P0012,QM-S007,8,339.31,2714.48,2024-01-11 23:41:45,UPI,2024-01-11 23:41:45
QM-TXN0004281,QM-C00590,QM-P0022,QM-S008,6,621.28,3727.68,2024-08-20 07:43:00,Card,2024-08-20 07:43:00
QM-TXN0006214,QM-C00312,QM-P0021,QM-S005,1,594.96,594.96,2024-08-08 02:39:33,Wallet,2024-08-08 02:39:33
QM-TXN0007342,QM-C00166,QM-P0001,QM-S004,10,540.93,5409.3,2023-01-29 02:33:43,Card,2023-01-29 02:33:43
QM-TXN0005664,QM-C00610,QM-P0009,QM-S008,10,369.1,3691.0,2024-04-02 00:33:31,Card,2024-04-02 00:33:31
QM-TXN0000125,QM-C00406,QM-P0017,QM-S003,5,109.09,545.45,2024-06-15 12:06:08,Cash,2024-06-15 12:06:08
QM-TXN0002007,QM-C00109,QM-P0002,QM-S003,2,270.07,540.14,2023-10-26 02:40:38,UPI,2023-10-26 02:40:38
QM-TXN0008305,QM-C00261,QM-P0001,QM-S004,2,540.93,1081.86,2024-12-10 22:28:49,Wallet,2024-12-10 22:28:49
QM-TXN0000949,QM-C00739,QM-P0011,QM-S005,8,64.1,512.8,2024-12-18 22:45:52,Card,2024-12-18 22:45:52
QM-TXN0004259,QM-C00746,QM-P0012,QM-S002,3,339.31,1017.93,2024-12-24 07:29:44,Card,2024-12-24 07:29:44
QM-TXN0001048,QM-C00520,QM-P0013,QM-S006,5,231.72,1158.6,2023-06-16 12:00:47,Card,2023-06-16 12:00:47
QM-TXN0000412,QM-C00467,QM-P0011,QM-S002,5,64.1,320.5,2023-02-23 12:22:30,Cash,2023-02-23 12:22:30
QM-TXN0002647,QM-C00052,QM-P0016,QM-S008,8,448.18,3585.44,2024-03-31 04:16:48,Card,2024-03-31 04:16:48
QM-TXN0003529,QM-C00042,QM-P0009,QM-S004,3,369.1,1107.3,2023-11-19 02:19:05,UPI,2023-11-19 02:19:05
QM-TXN0001522,QM-C00471,QM-P0022,QM-S001,5,621.28,3106.4,2024-06-10 07:50:58,Cash,2024-06-10 07:50:58
QM-TXN0003685,QM-C00752,QM-P0018,QM-S007,8,641.18,5129.44,2024-11-04 06:41:13,Wallet,2024-11-04 06:41:13
QM-TXN0006163,QM-C00727,QM-P0013,QM-S002,2,231.72,463.44,2023-03-13 23:00:02,Cash,2023-03-13 23:00:02
QM-TXN0004923,QM-C00607,QM-P0023,QM-S005,10,517.57,5175.7,2024-02-07 02:43:22,Cash,2024-02-07 02:43:22
QM-TXN0000366,QM-C00588,QM-P0014,QM-S002,10,218.6,2186.0,2023-05-06 08:07:54,Wallet,2023-05-06 08:07:54
QM-TXN0000882,QM-C00384,QM-P0003,QM-S006,2,623.37,1246.74,2024-01-01 07:12:13,Wallet,2024-01-01 07:12:13
QM-TXN0003653,QM-C00149,QM-P0005,QM-S002,1,181.15,181.15,2023-02-23 23:09:15,UPI,2023-02-23 23:09:15
QM-TXN0005605,QM-C00485,QM-P0023,QM-S003,1,517.57,517.57,2023-05-18 07:21:27,Wallet,2023-05-18 07:21:27
QM-TXN0002261,QM-C00378,QM-P0004,QM-S004,8,591.48,4731.84,2023-11-05 05:05:50,Cash,2023-11-05 05:05:50
QM-TXN0003791,QM-C00776,QM-P0008,QM-S006,1,21.46,21.46,2023-06-29 22:58:09,UPI,2023-06-29 22:58:09
QM-TXN0004349,QM-C00336,QM-P0009,QM-S002,10,369.1,3691.0,2024-03-06 13:29:55,Wallet,2024-03-06 13:29:55
QM-TXN0000197,QM-C00475,QM-P0022,QM-S007,7,621.28,4348.96,2024-04-29 15:44:47,Card,2024-04-29 15:44:47
QM-TXN0004516,QM-C00430,QM-P0005,QM-S005,4,181.15,724.6,2023-04-05 19:17:14,UPI,2023-04-05 19:17:14
QM-TXN0000299,QM-C00629,QM-P0011,QM-S003,7,64.1,448.7,2024-10-05 20:50:11,Cash,2024-10-05 20:50:11
QM-TXN0002507,QM-C00757,QM-P0009,QM-S003,4,369.1,1476.4,2024-12-06 11:28:22,UPI,2024-12-06 11:28:22
QM-TXN0004362,QM-C00261,QM-P0025,QM-S008,10,32.19,321.9,2023-01-06 17:40:09,Cash,2023-01-06 17:40:09
QM-TXN0000851,QM-C00356,QM-P0006,QM-S008,8,472.31,3778.48,2024-11-25 10:02:52,Card,2024-11-25 10:02:52
QM-TXN0004200,QM-C00715,QM-P0009,QM-S005,4,369.1,1476.4,2023-03-03 09:11:03,Cash,2023-03-03 09:11:03
QM-TXN0002319,QM-C00136,QM-P0010,QM-S008,9,278.92,2510.28,2023-10-19 09:37:30,UPI,2023-10-19 09:37:30
QM-TXN0008164,QM-C00590,QM-P0021,QM-S004,10,594.96,5949.6,2024-08-21 19:35:41,Wallet,2024-08-21 19:35:41
QM-TXN0004064,QM-C00615,QM-P0016,QM-S002,1,448.18,448.18,2023-10-20 18:06:53,Wallet,2023-10-20 18:06:53
QM-TXN0005381,QM-C00404,QM-P0024,QM-S007,10,440.82,4408.2,2023-12-16 03:36:17,Card,2023-12-16 03:36:17
QM-TXN0006650,QM-C00791,QM-P0011,QM-S005,7,64.1,448.7,2024-08-02 00:56:26,UPI,2024-08-02 00:56:26
QM-TXN0007498,QM-C00426,QM-P0020,QM-S006,2,298.04,596.08,2023-11-07 23:48:08,Cash,2023-11-07 23:48:08
QM-TXN0005576,QM-C00410,QM-P0005,QM-S007,1,181.15,181.15,2023-09-11 21:38:55,Card,2023-09-11 21:38:55
QM-TXN0002671,QM-C00606,QM-P0002,QM-S003,1,270.07,270.07,2024-11-04 14:12:53,Wallet,2024-11-04 14:12:53
QM-TXN0004789,QM-C00253,QM-P0006,QM-S008,10,472.31,4723.1,2023-05-18 08:06:53,Wallet,2023-05-18 08:06:53
QM-TXN0000150,QM-C00280,QM-P0006,QM-S005,6,472.31,2833.86,2023-11-13 09:39:38,Wallet,2023-11-13 09:39:38
QM-TXN0003337,QM-C00539,QM-P0005,QM-S006,10,181.15,1811.5,2023-05-30 00:54:08,Cash,2023-05-30 00:54:08
QM-TXN0000451,QM-C00067,QM-P0006,QM-S001,8,472.31,3778.48,2023-11-29 17:28:54,Cash,2023-11-29 17:28:54
QM-TXN0000760,QM-C00435,QM-P0004,QM-S005,8,591.48,4731.84,2023-02-12 04:25:01,Cash,2023-02-12 04:25:01
QM-TXN0000637,QM-C00512,QM-P0025,QM-S002,9,32.19,289.71,2024-10-06 07:25:53,Cash,2024-10-06 07:25:53
QM-TXN0003712,QM-C00388,QM-P0021,QM-S002,10,594.96,5949.6,2023-02-22 19:33:58,UPI,2023-02-22 19:33:58
QM-TXN0006969,QM-C00260,QM-P0017,QM-S008,8,109.09,872.72,2023-09-28 09:44:25,Cash,2023-09-28 09:44:25
QM-TXN0005281,QM-C00758,QM-P0005,QM-S002,4,181.15,724.6,2023-12-13 03:05:45,Cash,2023-12-13 03:05:45
QM-TXN0002515,QM-C00548,QM-P0007,QM-S001,7,583.35,4083.45,2023-08-21 17:40:03,Cash,2023-08-21 17:40:03
QM-TXN0000134,QM-C00329,QM-P0003,QM-S003,1,623.37,623.37,2023-08-01 23:31:10,UPI,2023-08-01 23:31:10
QM-TXN0008453,QM-C00579,QM-P0019,QM-S006,4,175.98,703.92,2024-04-25 11:28:57,Wallet,2024-04-25 11:28:57
QM-TXN0007953,QM-C00277,QM-P0018,QM-S006,3,641.18,1923.54,2024-07-11 20:53:35,UPI,2024-07-11 20:53:35
QM-TXN0007865,QM-C00003,QM-P0005,QM-S002,9,181.15,1630.35,2024-10-07 08:45:28,UPI,2024-10-07 08:45:28
QM-TXN0004650,QM-C00493,QM-P0014,QM-S006,1,218.6,218.6,2024-11-27 23:49:14,Cash,2024-11-27 23:49:14
QM-TXN0000846,QM-C00143,QM-P0015,QM-S005,6,395.86,2375.16,2023-10-16 15:26:21,Cash,2023-10-16 15:26:21
QM-TXN0007680,QM-C00345,QM-P0013,QM-S003,10,231.72,2317.2,2024-02-11 19:40:23,UPI,2024-02-11 19:40:23
QM-TXN0000286,QM-C00217,QM-P0024,QM-S001,8,440.82,3526.56,2024-05-18 11:20:18,UPI,2024-05-18 11:20:18
QM-TXN0002492,QM-C00769,QM-P0015,QM-S007,3,395.86,1187.58,2024-09-11 07:38:54,Card,2024-09-11 07:38:54
QM-TXN0000130,QM-C00173,QM-P0011,QM-S007,7,64.1,448.7,2023-03-13 03:25:28,Wallet,2023-03-13 03:25:28
QM-TXN0008407,QM-C00653,QM-P0014,QM-S005,5,218.6,1093.0,2024-05-25 22:17:59,Card,2024-05-25 22:17:59
QM-TXN0005977,QM-C00051,QM-P0006,QM-S006,7,472.31,3306.17,2023-05-30 00:51:22,Cash,2023-05-30 00:51:22
QM-TXN0006276,QM-C00722,QM-P0014,QM-S005,8,218.6,1748.8,2024-01-20 11:33:04,UPI,2024-01-20 11:33:04
QM-TXN0001847,QM-C00007,QM-P0024,QM-S005,9,440.82,3967.38,2024-07-09 23:21:02,Wallet,2024-07-09 23:21:02
QM-TXN0004942,QM-C00279,QM-P0024,QM-S004,6,440.82,2644.92,2024-09-03 21:36:50,Card,2024-09-03 21:36:50
QM-TXN0008926,QM-C00389,QM-P0012,QM-S004,4,339.31,1357.24,2024-05-14 15:35:19,Cash,2024-05-14 15:35:19
QM-TXN0001302,QM-C00246,QM-P0018,QM-S003,2,641.18,1282.36,2024-01-07 14:19:18,Wallet,2024-01-07 14:19:18
QM-TXN0000525,QM-C00161,QM-P0021,QM-S006,7,594.96,4164.72,2024-09-23 08:33:57,UPI,2024-09-23 08:33:57
QM-TXN0005211,QM-C00574,QM-P0021,QM-S005,4,594.96,2379.84,2023-07-28 08:12:36,Card,2023-07-28 08:12:36
QM-TXN0006912,QM-C00394,QM-P0013,QM-S004,4,231.72,926.88,2023-11-14 20:15:21,Wallet,2023-11-14 20:15:21
QM-TXN0003370,QM-C00006,QM-P0009,QM-S006,4,369.1,1476.4,2023-01-31 01:09:47,Card,2023-01-31 01:09:47
QM-TXN0002456,QM-C00562,QM-P0001,QM-S006,2,540.93,1081.86,2024-07-29 04:58:18,UPI,2024-07-29 04:58:18
QM-TXN0003559,QM-C00498,QM-P0019,QM-S006,5,175.98,879.9,2024-11-21 18:02:08,UPI,2024-11-21 18:02:08
QM-TXN0002541,QM-C00739,QM-P0025,QM-S004,4,32.19,128.76,2023-09-13 22:56:01,Card,2023-09-13 22:56:01
QM-TXN0008962,QM-C00180,QM-P0016,QM-S002,1,448.18,448.18,2023-12-04 05:28:49,Cash,2023-12-04 05:28:49
QM-TXN0000131,QM-C00241,QM-P0010,QM-S006,4,278.92,1115.68,2024-07-12 09:10:37,Wallet,2024-07-12 09:10:37
QM-TXN0004917,QM-C00299,QM-P0012,QM-S001,2,339.31,678.62,2023-04-01 09:21:12,Wallet,2023-04-01 09:21:12
QM-TXN0007642,QM-C00248,QM-P0022,QM-S004,6,621.28,3727.68,2024-07-27 05:08:34,Wallet,2024-07-27 05:08:34
QM-TXN0001802,QM-C00532,QM-P0002,QM-S008,1,270.07,270.07,2024-12-22 16:32:53,UPI,2024-12-22 16:32:53
QM-TXN0003393,QM-C00073,QM-P0001,QM-S004,9,540.93,4868.37,2023-01-15 10:15:27,Card,2023-01-15 10:15:27
QM-TXN0008705,QM-C00125,QM-P0014,QM-S003,1,218.6,218.6,2023-07-11 05:32:16,UPI,2023-07-11 05:32:16
QM-TXN0007242,QM-C00306,QM-P0020,QM-S003,8,298.04,2384.32,2024-01-14 11:08:13,UPI,2024-01-14 11:08:13
QM-TXN0002892,QM-C00170,QM-P0007,QM-S006,9,583.35,5250.15,2024-05-09 13:54:43,Cash,2024-05-09 13:54:43
QM-TXN0000704,QM-C00502,QM-P0022,QM-S005,10,621.28,6212.8,2023-10-26 08:23:11,Cash,2023-10-26 08:23:11
QM-TXN0004174,QM-C00427,QM-P0014,QM-S008,4,218.6,874.4,2024-04-04 02:55:19,Wallet,2024-04-04 02:55:19
QM-TXN0005042,QM-C00494,QM-P0023,QM-S001,7,517.57,3622.99,2024-08-16 05:07:23,Card,2024-08-16 05:07:23
QM-TXN0004763,QM-C00046,QM-P0018,QM-S006,10,641.18,6411.8,2024-09-10 04:51:02,UPI,2024-09-10 04:51:02
QM-TXN0002779,QM-C00164,QM-P0007,QM-S007,1,583.35,583.35,2023-09-24 06:43:24,Cash,2023-09-24 06:43:24
QM-TXN0000416,QM-C00693,QM-P0009,QM-S005,2,369.1,738.2,2024-07-23 00:29:04,Card,2024-07-23 00:29:04
QM-TXN0002615,QM-C00599,QM-P0003,QM-S002,8,623.37,4986.96,2023-06-14 02:12:53,Wallet,2023-06-14 02:12:53
QM-TXN0002721,QM-C00531,QM-P0005,QM-S001,6,181.15,1086.9,2023-05-26 07:52:43,Wallet,2023-05-26 07:52:43
QM-TXN0007733,QM-C00688,QM-P0010,QM-S006,4,278.92,1115.68,2023-09-14 23:37:08,UPI,2023-09-14 23:37:08
QM-TXN0001769,QM-C00473,QM-P0013,QM-S008,4,231.72,926.88,2023-03-20 09:32:51,UPI,2023-03-20 09:32:51
QM-TXN0002131,QM-C00434,QM-P0005,QM-S005,7,181.15,1268.05,2023-12-06 19:41:30,Card,2023-12-06 19:41:30
QM-TXN0000316,QM-C00484,QM-P0008,QM-S007,6,21.46,128.76,2023-12-31 04:16:00,Wallet,2023-12-31 04:16:00
QM-TXN0002855,QM-C00187,QM-P0007,QM-S001,2,583.35,1166.7,2023-05-26 10:41:41,Card,2023-05-26 10:41:41
QM-TXN0008382,QM-C00485,QM-P0024,QM-S006,4,440.82,1763.28,2023-08-13 02:32:22,Wallet,2023-08-13 02:32:22
QM-TXN0008378,QM-C00485,QM-P0003,QM-S004,7,623.37,4363.59,2023-02-16 12:44:25,Card,2023-02-16 12:44:25
QM-TXN0000240,QM-C00156,QM-P0022,QM-S003,5,621.28,3106.4,2023-12-06 15:53:35,Wallet,2023-12-06 15:53:35
QM-TXN0008385,QM-C00617,QM-P0003,QM-S007,7,623.37,4363.59,2024-03-15 02:49:48,UPI,2024-03-15 02:49:48
QM-TXN0004925,QM-C00557,QM-P0013,QM-S001,10,231.72,2317.2,2024-08-04 16:42:02,Cash,2024-08-04 16:42:02
QM-TXN0004915,QM-C00446,QM-P0024,QM-S007,2,440.82,881.64,2024-12-20 04:54:00,Wallet,2024-12-20 04:54:00
QM-TXN0005300,QM-C00343,QM-P0015,QM-S004,5,395.86,1979.3,2024-04-22 22:39:09,Card,2024-04-22 22:39:09
QM-TXN0004274,QM-C00790,QM-P0005,QM-S001,8,181.15,1449.2,2023-01-28 11:27:54,Cash,2023-01-28 11:27:54
QM-TXN0002400,QM-C00235,QM-P0009,QM-S005,8,369.1,2952.8,2024-02-05 16:03:31,Cash,2024-02-05 16:03:31
QM-TXN0002594,QM-C00768,QM-P0013,QM-S004,10,231.72,2317.2,2023-09-14 13:08:17,UPI,2023-09-14 13:08:17
QM-TXN0002059,QM-C00798,QM-P0012,QM-S002,7,339.31,2375.17,2024-05-16 02:37:23,Card,2024-05-16 02:37:23
QM-TXN0006980,QM-C00335,QM-P0018,QM-S001,4,641.18,2564.72,2024-04-08 21:54:03,Card,2024-04-08 21:54:03
QM-TXN0001193,QM-C00764,QM-P0004,QM-S003,7,591.48,4140.36,2024-08-01 17:43:44,Card,2024-08-01 17:43:44
QM-TXN0000111,QM-C00705,QM-P0013,QM-S008,7,231.72,1622.04,2023-04-27 11:01:39,UPI,2023-04-27 11:01:39
QM-TXN0004735,QM-C00098,QM-P0019,QM-S003,5,175.98,879.9,2023-02-09 13:56:36,Cash,2023-02-09 13:56:36
QM-TXN0004614,QM-C00162,QM-P0002,QM-S004,8,270.07,2160.56,2024-06-26 21:08:59,Cash,2024-06-26 21:08:59
QM-TXN0008702,QM-C00264,QM-P0010,QM-S002,7,278.92,1952.44,2023-02-23 19:54:44,Card,2023-02-23 19:54:44
QM-TXN0008192,QM-C00521,QM-P0024,QM-S002,3,440.82,1322.46,2024-05-13 11:40:43,Cash,2024-05-13 11:40:43
QM-TXN0002941,QM-C00229,QM-P0005,QM-S008,1,181.15,181.15,2024-02-21 04:27:03,Wallet,2024-02-21 04:27:03
QM-TXN0004752,QM-C00072,QM-P0018,QM-S007,4,641.18,2564.72,2024-04-20 20:48:44,Wallet,2024-04-20 20:48:44
QM-TXN0004437,QM-C00248,QM-P0015,QM-S002,2,395.86,791.72,2023-10-19 10:14:41,Card,2023-10-19 10:14:41
QM-TXN0002154,QM-C00551,QM-P0011,QM-S003,4,64.1,256.4,2024-11-10 19:26:30,Card,2024-11-10 19:26:30
QM-TXN0000138,QM-C00503,QM-P0007,QM-S008,7,583.35,4083.45,2024-04-27 16:28:47,Cash,2024-04-27 16:28:47
QM-TXN0001386,QM-C00675,QM-P0021,QM-S005,2,594.96,1189.92,2023-05-13 14:25:29,Wallet,2023-05-13 14:25:29
QM-TXN0003297,QM-C00754,QM-P0008,QM-S006,9,21.46,193.14,2024-08-06 02:16:20,Wallet,2024-08-06 02:16:20
QM-TXN0006921,QM-C00076,QM-P0014,QM-S004,9,218.6,1967.4,2024-10-23 10:03:27,UPI,2024-10-23 10:03:27
QM-TXN0000556,QM-C00287,QM-P0022,QM-S004,8,621.28,4970.24,2024-12-21 06:46:09,Card,2024-12-21 06:46:09
QM-TXN0003082,QM-C00576,QM-P0018,QM-S005,7,641.18,4488.26,2023-05-12 05:01:12,Cash,2023-05-12 05:01:12
QM-TXN0003005,QM-C00726,QM-P0018,QM-S002,5,641.18,3205.9,2024-10-01 17:16:40,Cash,2024-10-01 17:16:40
QM-TXN0001528,QM-C00140,QM-P0013,QM-S007,1,231.72,231.72,2023-09-06 20:08:32,Card,2023-09-06 20:08:32
QM-TXN0002324,QM-C00431,QM-P0015,QM-S001,3,395.86,1187.58,2023-07-22 19:09:52,UPI,2023-07-22 19:09:52
QM-TXN0000007,QM-C00302,QM-P0010,QM-S002,8,278.92,2231.36,2024-01-28 08:01:21,UPI,2024-01-28 08:01:21
QM-TXN0005699,QM-C00187,QM-P0005,QM-S001,10,181.15,1811.5,2023-02-24 01:58:29,Wallet,2023-02-24 01:58:29
QM-TXN0007464,QM-C00729,QM-P0018,QM-S005,1,641.18,641.18,2023-07-21 06:49:01,Cash,2023-07-21 06:49:01
QM-TXN0002312,QM-C00479,QM-P0025,QM-S003,3,32.19,96.57,2023-10-30 19:46:07,UPI,2023-10-30 19:46:07
QM-TXN0001285,QM-C00284,QM-P0020,QM-S007,3,298.04,894.12,2024-10-31 09:40:22,Card,2024-10-31 09:40:22
QM-TXN0008958,QM-C00656,QM-P0011,QM-S003,4,64.1,256.4,2023-08-01 21:27:51,Cash,2023-08-01 21:27:51
QM-TXN0008161,QM-C00094,QM-P0023,QM-S007,1,517.57,517.57,2024-04-19 04:44:30,UPI,2024-04-19 04:44:30
QM-TXN0004038,QM-C00020,QM-P0023,QM-S005,1,517.57,517.57,2024-02-11 01:33:01,Card,2024-02-11 01:33:01
QM-TXN0004157,QM-C00766,QM-P0013,QM-S008,8,231.72,1853.76,2024-01-16 14:38:58,Card,2024-01-16 14:38:58
