transaction_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,transaction_ts,payment_mode,last_updated_ts
QM-TXN0000105,QM-C00246,QM-P0003,QM-S008,3,623.37,1870.11,2025-01-06 03:32:20,Wallet,2025-01-06 03:32:20
QM-TXN0000167,QM-C00344,QM-P0004,QM-S003,2,591.48,1182.96,2025-01-03 03:51:39,UPI,2025-01-03 03:51:39
QM-TXN0000117,QM-C00483,QM-P0023,QM-S004,6,517.57,3105.42,2025-01-04 03:27:23,Cash,2025-01-04 03:27:23
QM-TXN0000241,QM-C00556,QM-P0006,QM-S003,10,472.31,4723.1,2025-01-02 00:40:59,UPI,2025-01-02 00:40:59
QM-TXN0000399,QM-C00125,QM-P0011,QM-S006,2,64.1,128.2,2025-01-04 03:52:21,Wallet,2025-01-04 03:52:21
QM-TXN0000180,QM-C00525,QM-P0019,QM-S003,1,175.98,175.98,2025-01-06 08:55:48,Cash,2025-01-06 08:55:48
QM-TXN0000011,QM-C00091,QM-P0019,QM-S006,8,175.98,1407.84,2025-01-06 15:57:00,UPI,2025-01-06 15:57:00
QM-TXN0000128,QM-C00668,QM-P0019,QM-S007,1,175.98,175.98,2025-01-02 22:48:55,UPI,2025-01-02 22:48:55
QM-TXN0000137,QM-C00089,QM-P0021,QM-S004,4,594.96,2379.84,2025-01-06 17:43:30,Cash,2025-01-06 17:43:30
QM-TXN0000030,QM-C00285,QM-P0018,QM-S004,3,641.18,1923.54,2025-01-02 18:02:21,Card,2025-01-02 18:02:21
QM-TXN0000132,QM-C00252,QM-P0009,QM-S001,6,369.1,2214.6,2025-01-03 23:09:15,UPI,2025-01-03 23:09:15
QM-TXN0000085,QM-C00431,QM-P0025,QM-S007,5,32.19,160.95,2025-01-05 10:35:07,UPI,2025-01-05 10:35:07
QM-TXN0000333,QM-C00086,QM-P0021,QM-S003,7,594.96,4164.72,2025-01-05 04:06:52,Card,2025-01-05 04:06:52
QM-TXN0000072,QM-C00062,QM-P0003,QM-S008,2,623.37,1246.74,2025-01-04 16:03:03,Card,2025-01-04 16:03:03
QM-TXN0000193,QM-C00167,QM-P0023,QM-S007,6,517.57,3105.42,2025-01-02 13:00:08,Card,2025-01-02 13:00:08
QM-TXN0000001,QM-C00457,QM-P0025,QM-S006,10,32.19,321.9,2025-01-05 23:59:22,Cash,2025-01-05 23:59:22
QM-TXN0000299,QM-C00627,QM-P0005,QM-S007,6,181.15,1086.9,2025-01-02 21:52:17,Wallet,2025-01-02 21:52:17
QM-TXN0000159,QM-C00556,QM-P0022,QM-S003,8,621.28,4970.24,2025-01-04 08:35:04,Wallet,2025-01-04 08:35:04
QM-TXN0000057,QM-C00026,QM-P0024,QM-S001,2,440.82,881.64,2025-01-05 10:13:56,Cash,2025-01-05 10:13:56
QM-TXN0000269,QM-C00600,QM-P0010,QM-S006,5,278.92,1394.6,2025-01-02 04:43:02,Wallet,2025-01-02 04:43:02
QM-TXN0000400,QM-C00775,QM-P0013,QM-S003,1,231.72,231.72,2025-01-03 07:03:42,Cash,2025-01-03 07:03:42
QM-TXN0000046,QM-C00307,QM-P0002,QM-S001,1,270.07,270.07,2025-01-06 20:06:09,UPI,2025-01-06 20:06:09
QM-TXN0000158,QM-C00583,QM-P0012,QM-S007,1,339.31,339.31,2025-01-05 20:51:01,Wallet,2025-01-05 20:51:01
QM-TXN0000235,QM-C00673,QM-P0004,QM-S003,1,591.48,591.48,2025-01-05 22:14:42,Cash,2025-01-05 22:14:42
QM-TXN0000050,QM-C00336,QM-P0010,QM-S003,6,278.92,1673.52,2025-01-04 08:32:09,UPI,2025-01-04 08:32:09
QM-TXN0000205,QM-C00407,QM-P0008,QM-S006,3,21.46,64.38,2025-01-03 12:08:56,Wallet,2025-01-03 12:08:56
QM-TXN0000228,QM-C00395,QM-P0006,QM-S002,4,472.31,1889.24,2025-01-06 19:05:08,UPI,2025-01-06 19:05:08
QM-TXN0000259,QM-C00589,QM-P0005,QM-S004,2,181.15,362.3,2025-01-06 05:35:07,Cash,2025-01-06 05:35:07
QM-TXN0000108,QM-C00512,QM-P0024,QM-S004,9,440.82,3967.38,2025-01-02 21:45:48,Card,2025-01-02 21:45:48
QM-TXN0000327,QM-C00553,QM-P0002,QM-S004,1,270.07,270.07,2025-01-06 22:51:20,Card,2025-01-06 22:51:20
QM-TXN0000181,QM-C00493,QM-P0004,QM-S008,1,591.48,591.48,2025-01-06 19:52:08,Wallet,2025-01-06 19:52:08
QM-TXN0000304,QM-C00059,QM-P0014,QM-S007,4,218.6,874.4,2025-01-03 09:59:55,Card,2025-01-03 09:59:55
QM-TXN0000332,QM-C00642,QM-P0002,QM-S003,5,270.07,1350.35,2025-01-01 13:33:01,Wallet,2025-01-01 13:33:01
QM-TXN0000153,QM-C00098,QM-P0022,QM-S004,8,621.28,4970.24,2025-01-01 14:06:58,Wallet,2025-01-01 14:06:58
QM-TXN0000047,QM-C00558,QM-P0006,QM-S004,6,472.31,2833.86,2025-01-02 01:16:19,UPI,2025-01-02 01:16:19
QM-TXN0000273,QM-C00100,QM-P0022,QM-S003,5,621.28,3106.4,2025-01-01 23:32:18,Wallet,2025-01-01 23:32:18
QM-TXN0000361,QM-C00572,QM-P0005,QM-S003,2,181.15,362.3,2025-01-06 00:17:53,UPI,2025-01-06 00:17:53
QM-TXN0000222,QM-C00490,QM-P0016,QM-S008,3,448.18,1344.54,2025-01-03 18:00:30,Wallet,2025-01-03 18:00:30
QM-TXN0000233,QM-C00226,QM-P0006,QM-S004,4,472.31,1889.24,2025-01-02 02:19:45,Card,2025-01-02 02:19:45
QM-TXN0000343,QM-C00353,QM-P0008,QM-S008,8,21.46,171.68,2025-01-05 21:06:57,Card,2025-01-05 21:06:57
QM-TXN0000200,QM-C00633,QM-P0025,QM-S001,8,32.19,257.52,2025-01-02 15:52:58,UPI,2025-01-02 15:52:58
QM-TXN0000275,QM-C00017,QM-P0014,QM-S002,7,218.6,1530.2,2025-01-03 21:45:49,Cash,2025-01-03 21:45:49
QM-TXN0000357,QM-C00067,QM-P0021,QM-S007,5,594.96,2974.8,2025-01-04 03:27:10,Card,2025-01-04 03:27:10
QM-TXN0000198,QM-C00463,QM-P0006,QM-S001,4,472.31,1889.24,2025-01-01 01:26:40,Wallet,2025-01-01 01:26:40
QM-TXN0000287,QM-C00693,QM-P0008,QM-S004,3,21.46,64.38,2025-01-01 13:11:23,Cash,2025-01-01 13:11:23
QM-TXN0000376,QM-C00214,QM-P0024,QM-S002,6,440.82,2644.92,2025-01-03 17:44:15,Wallet,2025-01-03 17:44:15
QM-TXN0000052,QM-C00420,QM-P0002,QM-S008,2,270.07,540.14,2025-01-06 02:20:28,UPI,2025-01-06 02:20:28
QM-TXN0000363,QM-C00642,QM-P0013,QM-S005,9,231.72,2085.48,2025-01-03 21:41:54,Wallet,2025-01-03 21:41:54
QM-TXN0000336,QM-C00290,QM-P0020,QM-S008,8,298.04,2384.32,2025-01-02 11:50:00,UPI,2025-01-02 11:50:00
QM-TXN0000060,QM-C00076,QM-P0005,QM-S007,10,181.15,1811.5,2025-01-02 01:03:06,UPI,2025-01-02 01:03:06
QM-TXN0000268,QM-C00389,QM-P0019,QM-S008,2,175.98,351.96,2025-01-02 16:32:23,Wallet,2025-01-02 16:32:23
QM-TXN0000245,QM-C00184,QM-P0015,QM-S008,9,395.86,3562.74,2025-01-04 18:31:46,Card,2025-01-04 18:31:46
QM-TXN0000312,QM-C00140,QM-P0018,QM-S006,4,641.18,2564.72,2025-01-05 17:45:13,Cash,2025-01-05 17:45:13
QM-TXN0000082,QM-C00348,QM-P0014,QM-S002,5,218.6,1093.0,2025-01-01 07:50:06,Cash,2025-01-01 07:50:06
QM-TXN0000016,QM-C00764,QM-P0006,QM-S006,4,472.31,1889.24,2025-01-02 05:58:49,Cash,2025-01-02 05:58:49
QM-TXN0000255,QM-C00480,QM-P0005,QM-S006,2,181.15,362.3,2025-01-02 15:27:49,UPI,2025-01-02 15:27:49
QM-TXN0000150,QM-C00599,QM-P0005,QM-S008,10,181.15,1811.5,2025-01-05 18:08:15,Card,2025-01-05 18:08:15
QM-TXN0000112,QM-C00422,QM-P0004,QM-S004,1,591.48,591.48,2025-01-06 22:49:03,Cash,2025-01-06 22:49:03
QM-TXN0000301,QM-C00152,QM-P0013,QM-S001,1,231.72,231.72,2025-01-04 03:07:12,Wallet,2025-01-04 03:07:12
QM-TXN0000375,QM-C00532,QM-P0007,QM-S005,2,583.35,1166.7,2025-01-05 09:05:21,UPI,2025-01-05 09:05:21
QM-TXN0000055,QM-C00315,QM-P0007,QM-S001,10,583.35,5833.5,2025-01-04 21:36:11,Card,2025-01-04 21:36:11
QM-TXN0000356,QM-C00235,QM-P0016,QM-S004,8,448.18,3585.44,2025-01-05 03:25:55,Wallet,2025-01-05 03:25:55
QM-TXN0000139,QM-C00276,QM-P0012,QM-S002,10,339.31,3393.1,2025-01-02 19:35:39,UPI,2025-01-02 19:35:39
QM-TXN0000203,QM-C00331,QM-P0025,QM-S001,6,32.19,193.14,2025-01-05 11:45:52,Card,2025-01-05 11:45:52
QM-TXN0000098,QM-C00420,QM-P0008,QM-S006,2,21.46,42.92,2025-01-02 20:50:29,Wallet,2025-01-02 20:50:29
QM-TXN0000064,QM-C00358,QM-P0024,QM-S001,10,440.82,4408.2,2025-01-06 03:38:38,Wallet,2025-01-06 03:38:38
QM-TXN0000178,QM-C00752,QM-P0014,QM-S005,5,218.6,1093.0,2025-01-02 23:01:39,Cash,2025-01-02 23:01:39
QM-TXN0000344,QM-C00617,QM-P0021,QM-S004,2,594.96,1189.92,2025-01-04 11:33:56,Card,2025-01-04 11:33:56
QM-TXN0000145,QM-C00315,QM-P0025,QM-S003,5,32.19,160.95,2025-01-05 05:23:45,Card,2025-01-05 05:23:45
QM-TXN0000074,QM-C00794,QM-P0020,QM-S004,8,298.04,2384.32,2025-01-04 00:43:40,Cash,2025-01-04 00:43:40
QM-TXN0000162,QM-C00051,QM-P0020,QM-S005,9,298.04,2682.36,2025-01-03 14:03:53,Card,2025-01-03 14:03:53
QM-TXN0000396,QM-C00112,QM-P0001,QM-S005,10,540.93,5409.3,2025-01-01 22:55:22,Card,2025-01-01 22:55:22
QM-TXN0000318,QM-C00574,QM-P0004,QM-S001,6,591.48,3548.88,2025-01-06 04:16:01,UPI,2025-01-06 04:16:01
QM-TXN0000319,QM-C00469,QM-P0024,QM-S001,10,440.82,4408.2,2025-01-04 15:55:54,Card,2025-01-04 15:55:54
QM-TXN0000190,QM-C00512,QM-P0023,QM-S007,7,517.57,3622.99,2025-01-01 23:10:12,Cash,2025-01-01 23:10:12
QM-TXN0000284,QM-C00334,QM-P0015,QM-S008,1,395.86,395.86,2025-01-04 05:25:02,Card,2025-01-04 05:25:02
QM-TXN0000389,QM-C00787,QM-P0017,QM-S006,7,109.09,763.63,2025-01-05 01:32:45,Card,2025-01-05 01:32:45
QM-TXN0000118,QM-C00795,QM-P0009,QM-S008,3,369.1,1107.3,2025-01-02 06:59:07,Card,2025-01-02 06:59:07
QM-TXN0000154,QM-C00383,QM-P0020,QM-S002,10,298.04,2980.4,2025-01-05 05:28:16,Cash,2025-01-05 05:28:16
QM-TXN0000151,QM-C00183,QM-P0014,QM-S008,3,218.6,655.8,2025-01-04 22:34:54,Cash,2025-01-04 22:34:54
QM-TXN0000161,QM-C00610,QM-P0002,QM-S007,3,270.07,810.21,2025-01-01 09:13:39,Wallet,2025-01-01 09:13:39
QM-TXN0000140,QM-C00541,QM-P0002,QM-S003,7,270.07,1890.49,2025-01-05 06:48:40,Card,2025-01-05 06:48:40
QM-TXN0000340,QM-C00415,QM-P0005,QM-S003,9,181.15,1630.35,2025-01-06 11:43:56,UPI,2025-01-06 11:43:56
QM-TXN0000017,QM-C00275,QM-P0006,QM-S005,9,472.31,4250.79,2025-01-03 09:17:10,Card,2025-01-03 09:17:10
QM-TXN0000197,QM-C00267,QM-P0002,QM-S001,9,270.07,2430.63,2025-01-01 18:43:58,UPI,2025-01-01 18:43:58
