transaction_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,transaction_ts,payment_mode,last_updated_ts
BM-TXN0001091,BM-C02218,BM-P0036,BM-S034,10,460.66,4606.6,2025-01-06 23:06:05,Cash,2025-01-06 23:06:05
BM-TXN0002477,BM-C02076,BM-P0009,BM-S015,9,282.92,2546.28,2025-01-05 13:23:58,UPI,2025-01-05 13:23:58
BM-TXN0000583,BM-C03277,BM-P0032,BM-S024,4,434.9,1739.6,2025-01-04 22:10:30,Cash,2025-01-04 22:10:30
BM-TXN0002151,BM-C01273,BM-P0028,BM-S004,2,527.53,1055.06,2025-01-05 00:42:18,UPI,2025-01-05 00:42:18
BM-TXN0001535,BM-C01416,BM-P0035,BM-S006,4,250.06,1000.24,2025-01-02 14:44:54,Card,2025-01-02 14:44:54
BM-TXN0001186,BM-C03516,BM-P0023,BM-S032,8,231.06,1848.48,2025-01-05 19:51:13,Cash,2025-01-05 19:51:13
BM-TXN0002083,BM-C02587,BM-P0020,BM-S002,2,19.13,38.26,2025-01-06 00:40:26,Card,2025-01-06 00:40:26
BM-TXN0001363,BM-C01257,BM-P0010,BM-S028,6,33.92,203.52,2025-01-03 07:02:09,UPI,2025-01-03 07:02:09
BM-TXN0000889,BM-C01749,BM-P0012,BM-S024,2,335.9,671.8,2025-01-06 08:05:49,Card,2025-01-06 08:05:49
BM-TXN0001473,BM-C02397,BM-P0032,BM-S035,5,434.9,2174.5,2025-01-03 18:43:29,Wallet,2025-01-03 18:43:29
BM-TXN0002485,BM-C01072,BM-P0003,BM-S021,9,189.64,1706.76,2025-01-02 12:46:30,Card,2025-01-02 12:46:30
BM-TXN0001790,BM-C01302,BM-P0016,BM-S030,5,361.04,1805.2,2025-01-01 09:52:25,UPI,2025-01-01 09:52:25
BM-TXN0001746,BM-C03739,BM-P0025,BM-S026,7,622.83,4359.81,2025-01-01 18:22:31,UPI,2025-01-01 18:22:31
BM-TXN0002431,BM-C00436,BM-P0031,BM-S028,8,381.62,3052.96,2025-01-06 07:28:48,Wallet,2025-01-06 07:28:48
BM-TXN0000785,BM-C03907,BM-P0007,BM-S009,10,581.53,5815.3,2025-01-01 05:13:09,Cash,2025-01-01 05:13:09
BM-TXN0000483,BM-C01444,BM-P0018,BM-S002,1,389.18,389.18,2025-01-04 08:06:23,UPI,2025-01-04 08:06:23
BM-TXN0001217,BM-C01188,BM-P0030,BM-S013,9,365.55,3289.95,2025-01-03 14:34:30,UPI,2025-01-03 14:34:30
BM-TXN0001529,BM-C00759,BM-P0039,BM-S027,1,643.35,643.35,2025-01-06 23:14:40,Cash,2025-01-06 23:14:40
BM-TXN0001733,BM-C01060,BM-P0037,BM-S024,3,418.21,1254.63,2025-01-03 08:04:27,Cash,2025-01-03 08:04:27
BM-TXN0002180,BM-C00402,BM-P0001,BM-S018,5,421.04,2105.2,2025-01-03 19:45:06,Card,2025-01-03 19:45:06
BM-TXN0002285,BM-C00812,BM-P0025,BM-S038,6,622.83,3736.98,2025-01-04 07:54:37,Card,2025-01-04 07:54:37
BM-TXN0000344,BM-C03450,BM-P0027,BM-S019,3,553.16,1659.48,2025-01-06 02:17:00,Card,2025-01-06 02:17:00
BM-TXN0000155,BM-C00257,BM-P0006,BM-S001,1,444.7,444.7,2025-01-05 06:28:56,Card,2025-01-05 06:28:56
BM-TXN0001592,BM-C01569,BM-P0039,BM-S007,1,643.35,643.35,2025-01-06 19:32:40,Card,2025-01-06 19:32:40
BM-TXN0002098,BM-C02019,BM-P0003,BM-S016,10,189.64,1896.4,2025-01-01 21:50:42,Wallet,2025-01-01 21:50:42
BM-TXN0000874,BM-C00780,BM-P0030,BM-S020,2,365.55,731.1,2025-01-02 20:16:46,UPI,2025-01-02 20:16:46
BM-TXN0000108,BM-C03834,BM-P0022,BM-S035,5,458.32,2291.6,2025-01-04 02:55:20,UPI,2025-01-04 02:55:20
BM-TXN0000689,BM-C03565,BM-P0012,BM-S016,4,335.9,1343.6,2025-01-04 17:26:16,Wallet,2025-01-04 17:26:16
BM-TXN0001245,BM-C00237,BM-P0029,BM-S033,1,94.26,94.26,2025-01-05 08:05:20,Cash,2025-01-05 08:05:20
BM-TXN0001240,BM-C03689,BM-P0001,BM-S036,1,421.04,421.04,2025-01-02 19:29:21,Card,2025-01-02 19:29:21
BM-TXN0001955,BM-C02973,BM-P0004,BM-S027,5,156.74,783.7,2025-01-01 14:05:24,Wallet,2025-01-01 14:05:24
BM-TXN0000343,BM-C02057,BM-P0007,BM-S005,7,581.53,4070.71,2025-01-01 17:17:36,Wallet,2025-01-01 17:17:36
BM-TXN0000328,BM-C01695,BM-P0035,BM-S028,8,250.06,2000.48,2025-01-04 15:08:37,UPI,2025-01-04 15:08:37
BM-TXN0000139,BM-C03177,BM-P0018,BM-S007,1,389.18,389.18,2025-01-02 11:36:50,Card,2025-01-02 11:36:50
BM-TXN0002172,BM-C02495,BM-P0022,BM-S018,2,458.32,916.64,2025-01-02 00:16:13,Wallet,2025-01-02 00:16:13
BM-TXN0001096,BM-C02398,BM-P0015,BM-S035,9,427.68,3849.12,2025-01-03 19:58:43,UPI,2025-01-03 19:58:43
BM-TXN0000665,BM-C00786,BM-P0033,BM-S018,4,558.13,2232.52,2025-01-04 21:48:03,UPI,2025-01-04 21:48:03
BM-TXN0002194,BM-C01354,BM-P0036,BM-S010,10,460.66,4606.6,2025-01-03 21:18:28,Cash,2025-01-03 21:18:28
BM-TXN0001826,BM-C00012,BM-P0023,BM-S014,1,231.06,231.06,2025-01-05 18:13:56,UPI,2025-01-05 18:13:56
BM-TXN0000802,BM-C01035,BM-P0015,BM-S027,8,427.68,3421.44,2025-01-03 23:50:17,Wallet,2025-01-03 23:50:17
BM-TXN0002086,BM-C03434,BM-P0006,BM-S020,7,444.7,3112.9,2025-01-01 06:45:13,Cash,2025-01-01 06:45:13
BM-TXN0001840,BM-C03513,BM-P0032,BM-S015,1,434.9,434.9,2025-01-01 02:38:28,Cash,2025-01-01 02:38:28
BM-TXN0000333,BM-C03235,BM-P0015,BM-S017,9,427.68,3849.12,2025-01-02 23:18:51,Wallet,2025-01-02 23:18:51
BM-TXN0002267,BM-C03144,BM-P0014,BM-S014,8,141.26,1130.08,2025-01-04 22:38:47,Cash,2025-01-04 22:38:47
BM-TXN0002046,BM-C02140,BM-P0036,BM-S016,5,460.66,2303.3,2025-01-06 03:28:08,UPI,2025-01-06 03:28:08
BM-TXN0001173,BM-C01594,BM-P0038,BM-S021,4,118.76,475.04,2025-01-04 08:20:36,Card,2025-01-04 08:20:36
BM-TXN0000867,BM-C00763,BM-P0037,BM-S005,5,418.21,2091.05,2025-01-06 03:03:06,Wallet,2025-01-06 03:03:06
BM-TXN0000838,BM-C01870,BM-P0003,BM-S018,1,189.64,189.64,2025-01-03 05:42:01,Card,2025-01-03 05:42:01
BM-TXN0002314,BM-C02530,BM-P0038,BM-S036,2,118.76,237.52,2025-01-02 17:35:44,Wallet,2025-01-02 17:35:44
BM-TXN0002436,BM-C02985,BM-P0030,BM-S040,2,365.55,731.1,2025-01-06 17:56:45,UPI,2025-01-06 17:56:45
BM-TXN0001794,BM-C00107,BM-P0018,BM-S005,10,389.18,3891.8,2025-01-04 17:33:28,UPI,2025-01-04 17:33:28
BM-TXN0000184,BM-C00770,BM-P0013,BM-S040,3,31.85,95.55,2025-01-02 17:29:58,UPI,2025-01-02 17:29:58
BM-TXN0001525,BM-C02371,BM-P0014,BM-S011,6,141.26,847.56,2025-01-05 05:09:14,Card,2025-01-05 05:09:14
BM-TXN0001110,BM-C02724,BM-P0025,BM-S025,6,622.83,3736.98,2025-01-05 22:49:24,Card,2025-01-05 22:49:24
BM-TXN0000358,BM-C02292,BM-P0030,BM-S035,10,365.55,3655.5,2025-01-05 15:31:10,Cash,2025-01-05 15:31:10
BM-TXN0001999,BM-C02318,BM-P0015,BM-S033,6,427.68,2566.08,2025-01-05 12:07:40,Card,2025-01-05 12:07:40
BM-TXN0002312,BM-C01161,BM-P0012,BM-S015,10,335.9,3359.0,2025-01-06 04:37:32,UPI,2025-01-06 04:37:32
BM-TXN0000690,BM-C03485,BM-P0029,BM-S013,3,94.26,282.78,2025-01-02 11:09:31,Card,2025-01-02 11:09:31
BM-TXN0002025,BM-C02578,BM-P0032,BM-S037,2,434.9,869.8,2025-01-04 11:27:44,UPI,2025-01-04 11:27:44
BM-TXN0000366,BM-C02658,BM-P0014,BM-S020,2,141.26,282.52,2025-01-05 04:37:05,UPI,2025-01-05 04:37:05
BM-TXN0000276,BM-C02332,BM-P0007,BM-S009,4,581.53,2326.12,2025-01-06 19:20:11,Cash,2025-01-06 19:20:11
BM-TXN0002382,BM-C00469,BM-P0040,BM-S040,8,449.73,3597.84,2025-01-06 05:34:29,UPI,2025-01-06 05:34:29
BM-TXN0001769,BM-C02512,BM-P0036,BM-S001,3,460.66,1381.98,2025-01-04 12:33:32,UPI,2025-01-04 12:33:32
BM-TXN0002439,BM-C01031,BM-P0003,BM-S038,10,189.64,1896.4,2025-01-01 19:54:22,Wallet,2025-01-01 19:54:22
BM-TXN0002196,BM-C03100,BM-P0037,BM-S002,8,418.21,3345.68,2025-01-01 18:30:46,Card,2025-01-01 18:30:46
BM-TXN0002359,BM-C01424,BM-P0010,BM-S010,1,33.92,33.92,2025-01-05 16:48:09,Wallet,2025-01-05 16:48:09
BM-TXN0001468,BM-C03860,BM-P0021,BM-S033,6,526.7,3160.2,2025-01-06 00:42:33,Wallet,2025-01-06 00:42:33
BM-TXN0001351,BM-C02199,BM-P0009,BM-S021,7,282.92,1980.44,2025-01-06 01:33:44,Cash,2025-01-06 01:33:44
BM-TXN0000731,BM-C02035,BM-P0017,BM-S028,8,154.98,1239.84,2025-01-06 18:12:57,UPI,2025-01-06 18:12:57
BM-TXN0001453,BM-C02149,BM-P0023,BM-S018,1,231.06,231.06,2025-01-05 14:15:40,Wallet,2025-01-05 14:15:40
BM-TXN0002442,BM-C02093,BM-P0025,BM-S035,10,622.83,6228.3,2025-01-04 20:22:02,UPI,2025-01-04 20:22:02
BM-TXN0000673,BM-C01986,BM-P0007,BM-S033,3,581.53,1744.59,2025-01-01 16:56:45,Wallet,2025-01-01 16:56:45
BM-TXN0001929,BM-C01824,BM-P0016,BM-S040,10,361.04,3610.4,2025-01-01 01:45:28,Wallet,2025-01-01 01:45:28
BM-TXN0001896,BM-C02555,BM-P0020,BM-S016,10,19.13,191.3,2025-01-02 06:19:14,Cash,2025-01-02 06:19:14
BM-TXN0001089,BM-C01190,BM-P0037,BM-S002,9,418.21,3763.89,2025-01-04 14:52:05,Card,2025-01-04 14:52:05
BM-TXN0000397,BM-C03713,BM-P0024,BM-S009,9,113.73,1023.57,2025-01-05 13:04:26,Cash,2025-01-05 13:04:26
BM-TXN0000752,BM-C03898,BM-P0003,BM-S004,5,189.64,948.2,2025-01-03 22:58:36,UPI,2025-01-03 22:58:36
BM-TXN0000962,BM-C01408,BM-P0038,BM-S019,10,118.76,1187.6,2025-01-02 20:10:51,UPI,2025-01-02 20:10:51
BM-TXN0001411,BM-C03493,BM-P0008,BM-S011,8,70.21,561.68,2025-01-06 11:08:01,UPI,2025-01-06 11:08:01
BM-TXN0000514,BM-C03093,BM-P0031,BM-S027,2,381.62,763.24,2025-01-04 19:45:47,Wallet,2025-01-04 19:45:47
BM-TXN0002031,BM-C01396,BM-P0032,BM-S021,10,434.9,4349.0,2025-01-06 18:20:56,UPI,2025-01-06 18:20:56
