transaction_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,transaction_ts,payment_mode,last_updated_ts
BM-TXN0054456,BM-C02773,BM-P0017,BM-S035,1,154.98,154.98,2024-12-26 20:05:57,UPI,2024-12-26 20:05:57
BM-TXN0031008,BM-C03008,BM-P0008,BM-S010,8,70.21,561.68,2023-10-06 10:29:00,UPI,2023-10-06 10:29:00
BM-TXN0013287,BM-C01817,BM-P0009,BM-S038,7,282.92,1980.44,2024-03-26 00:45:33,UPI,2024-03-26 00:45:33
BM-TXN0020488,BM-C02260,BM-P0025,BM-S001,3,622.83,1868.49,2023-12-25 08:15:32,Wallet,2023-12-25 08:15:32
BM-TXN0002400,BM-C03590,BM-P0004,BM-S020,10,156.74,1567.4,2024-06-23 14:44:20,UPI,2024-06-23 14:44:20
BM-TXN0042036,BM-C00568,BM-P0004,BM-S002,9,156.74,1410.66,2023-04-27 14:19:03,UPI,2023-04-27 14:19:03
BM-TXN0039092,BM-C01463,BM-P0006,BM-S030,2,444.7,889.4,2023-09-07 05:32:10,Card,2023-09-07 05:32:10
BM-TXN0025170,BM-C01506,BM-P0010,BM-S003,6,33.92,203.52,2024-09-25 06:54:09,Wallet,2024-09-25 06:54:09
BM-TXN0009320,BM-C02820,BM-P0003,BM-S036,6,189.64,1137.84,2024-03-30 22:18:53,Cash,2024-03-30 22:18:53
BM-TXN0019050,BM-C02590,BM-P0028,BM-S013,3,527.53,1582.59,2024-12-04 08:54:24,UPI,2024-12-04 08:54:24
BM-TXN0015711,BM-C01170,BM-P0004,BM-S040,10,156.74,1567.4,2023-03-17 04:47:19,Cash,2023-03-17 04:47:19
BM-TXN0034904,BM-C03696,BM-P0035,BM-S027,6,250.06,1500.36,2024-02-25 10:47:43,UPI,2024-02-25 10:47:43
BM-TXN0046584,BM-C02218,BM-P0023,BM-S038,6,231.06,1386.36,2023-01-15 22:39:35,Wallet,2023-01-15 22:39:35
BM-TXN0025423,BM-C02393,BM-P0001,BM-S007,10,421.04,4210.4,2023-04-02 07:57:33,UPI,2023-04-02 07:57:33
BM-TXN0006573,BM-C01411,BM-P0017,BM-S039,9,154.98,1394.82,2023-07-07 06:28:26,Card,2023-07-07 06:28:26
BM-TXN0023774,BM-C03713,BM-P0016,BM-S013,9,361.04,3249.36,2023-09-04 23:37:21,UPI,2023-09-04 23:37:21
BM-TXN0031103,BM-C03564,BM-P0039,BM-S036,1,643.35,643.35,2024-04-22 04:30:12,Wallet,2024-04-22 04:30:12
BM-TXN0053714,BM-C01300,BM-P0008,BM-S010,4,70.21,280.84,2024-11-28 20:27:59,Card,2024-11-28 20:27:59
BM-TXN0046728,BM-C02866,BM-P0022,BM-S036,9,458.32,4124.88,2024-05-29 20:30:02,Card,2024-05-29 20:30:02
BM-TXN0057839,BM-C01875,BM-P0027,BM-S036,1,553.16,553.16,2023-01-30 23:38:03,Wallet,2023-01-30 23:38:03
BM-TXN0019681,BM-C03607,BM-P0026,BM-S020,10,73.89,738.9,2024-03-19 11:59:08,Cash,2024-03-19 11:59:08
BM-TXN0033742,BM-C02813,BM-P0018,BM-S022,9,389.18,3502.62,2024-07-14 00:18:18,Wallet,2024-07-14 00:18:18
BM-TXN0045827,BM-C03388,BM-P0004,BM-S014,2,156.74,313.48,2023-08-12 21:48:39,Cash,2023-08-12 21:48:39
BM-TXN0027229,BM-C00756,BM-P0033,BM-S012,6,558.13,3348.78,2024-11-24 00:12:33,Card,2024-11-24 00:12:33
BM-TXN0035200,BM-C01756,BM-P0017,BM-S001,1,154.98,154.98,2023-05-14 08:56:41,UPI,2023-05-14 08:56:41
BM-TXN0041629,BM-C02790,BM-P0017,BM-S024,2,154.98,309.96,2024-07-09 17:21:52,Card,2024-07-09 17:21:52
BM-TXN0052316,BM-C03393,BM-P0019,BM-S027,1,528.99,528.99,2023-08-01 18:10:10,Cash,2023-08-01 18:10:10
BM-TXN0030579,BM-C02678,BM-P0005,BM-S036,9,482.66,4343.94,2023-02-08 12:41:35,Card,2023-02-08 12:41:35
BM-TXN0048938,BM-C03046,BM-P0025,BM-S013,1,622.83,622.83,2023-08-18 09:27:51,Wallet,2023-08-18 09:27:51
BM-TXN0039252,BM-C00796,BM-P0017,BM-S006,6,154.98,929.88,2024-01-31 03:34:17,Card,2024-01-31 03:34:17
BM-TXN0036877,BM-C03432,BM-P0033,BM-S005,6,558.13,3348.78,2024-12-27 05:53:01,Wallet,2024-12-27 05:53:01
BM-TXN0042220,BM-C01434,BM-P0005,BM-S011,7,482.66,3378.62,2024-01-22 01:24:07,Wallet,2024-01-22 01:24:07
BM-TXN0028635,BM-C03011,BM-P0029,BM-S029,10,94.26,942.6,2024-05-19 13:42:24,UPI,2024-05-19 13:42:24
BM-TXN0029398,BM-C02998,BM-P0010,BM-S015,2,33.92,67.84,2024-07-07 20:52:03,Cash,2024-07-07 20:52:03
BM-TXN0010347,BM-C00637,BM-P0040,BM-S034,3,449.73,1349.19,2023-04-25 20:51:24,Cash,2023-04-25 20:51:24
BM-TXN0026525,BM-C01669,BM-P0020,BM-S025,2,19.13,38.26,2023-06-02 01:31:43,Cash,2023-06-02 01:31:43
BM-TXN0023358,BM-C03212,BM-P0033,BM-S011,3,558.13,1674.39,2023-03-26 13:50:31,UPI,2023-03-26 13:50:31
BM-TXN0036116,BM-C02566,BM-P0035,BM-S039,8,250.06,2000.48,2024-08-14 11:56:02,UPI,2024-08-14 11:56:02
BM-TXN0037668,BM-C01481,BM-P0013,BM-S009,8,31.85,254.8,2023-12-05 10:25:39,Wallet,2023-12-05 10:25:39
BM-TXN0025859,BM-C00013,BM-P0015,BM-S019,7,427.68,2993.76,2024-12-29 12:49:51,UPI,2024-12-29 12:49:51
BM-TXN0004278,BM-C01979,BM-P0029,BM-S024,3,94.26,282.78,2024-06-19 21:25:49,Wallet,2024-06-19 21:25:49
BM-TXN0042867,BM-C03640,BM-P0022,BM-S034,3,458.32,1374.96,2023-07-03 03:55:25,Wallet,2023-07-03 03:55:25
BM-TXN0038122,BM-C03289,BM-P0026,BM-S019,1,73.89,73.89,2023-08-16 08:38:39,Wallet,2023-08-16 08:38:39
BM-TXN0054596,BM-C02125,BM-P0012,BM-S015,1,335.9,335.9,2023-11-09 05:38:24,Cash,2023-11-09 05:38:24
BM-TXN0053941,BM-C02373,BM-P0031,BM-S037,2,381.62,763.24,2024-09-18 14:54:19,Wallet,2024-09-18 14:54:19
BM-TXN0011457,BM-C02651,BM-P0005,BM-S018,10,482.66,4826.6,2024-10-08 10:55:40,Wallet,2024-10-08 10:55:40
BM-TXN0044449,BM-C01690,BM-P0009,BM-S017,3,282.92,848.76,2024-09-28 07:24:28,Cash,2024-09-28 07:24:28
BM-TXN0044659,BM-C01550,BM-P0018,BM-S034,1,389.18,389.18,2023-10-04 03:20:23,Cash,2023-10-04 03:20:23
BM-TXN0027153,BM-C01074,BM-P0019,BM-S039,8,528.99,4231.92,2023-08-11 17:46:55,Cash,2023-08-11 17:46:55
BM-TXN0023653,BM-C02068,BM-P0018,BM-S007,8,389.18,3113.44,2024-02-27 04:08:51,UPI,2024-02-27 04:08:51
BM-TXN0006190,BM-C03588,BM-P0021,BM-S034,3,526.7,1580.1,2024-10-28 00:51:27,UPI,2024-10-28 00:51:27
BM-TXN0003639,BM-C01905,BM-P0022,BM-S001,3,458.32,1374.96,2024-09-09 17:22:38,Cash,2024-09-09 17:22:38
BM-TXN0001876,BM-C02786,BM-P0019,BM-S014,10,528.99,5289.9,2023-07-20 12:32:38,Wallet,2023-07-20 12:32:38
BM-TXN0042844,BM-C01819,BM-P0027,BM-S012,5,553.16,2765.8,2024-12-29 17:08:35,Cash,2024-12-29 17:08:35
BM-TXN0042756,BM-C02283,BM-P0025,BM-S027,8,622.83,4982.64,2023-10-29 19:13:29,UPI,2023-10-29 19:13:29
BM-TXN0027721,BM-C00605,BM-P0014,BM-S003,10,141.26,1412.6,2024-09-01 23:34:38,Card,2024-09-01 23:34:38
BM-TXN0043038,BM-C03523,BM-P0030,BM-S032,9,365.55,3289.95,2023-12-24 02:58:47,Cash,2023-12-24 02:58:47
BM-TXN0011489,BM-C02286,BM-P0027,BM-S014,6,553.16,3318.96,2024-01-15 10:17:41,Cash,2024-01-15 10:17:41
BM-TXN0034587,BM-C02583,BM-P0007,BM-S019,3,581.53,1744.59,2023-11-28 07:17:56,Cash,2023-11-28 07:17:56
BM-TXN0054065,BM-C03324,BM-P0036,BM-S024,5,460.66,2303.3,2023-08-22 16:12:48,Wallet,2023-08-22 16:12:48
BM-TXN0023662,BM-C03164,BM-P0005,BM-S002,6,482.66,2895.96,2024-04-20 14:58:19,UPI,2024-04-20 14:58:19
BM-TXN0031484,BM-C00583,BM-P0026,BM-S024,2,73.89,147.78,2023-01-28 16:48:44,Wallet,2023-01-28 16:48:44
BM-TXN0025397,BM-C02956,BM-P0006,BM-S008,8,444.7,3557.6,2023-11-04 16:19:03,UPI,2023-11-04 16:19:03
BM-TXN0038639,BM-C01828,BM-P0004,BM-S021,1,156.74,156.74,2024-01-04 06:45:41,Wallet,2024-01-04 06:45:41
BM-TXN0021081,BM-C01172,BM-P0038,BM-S023,3,118.76,356.28,2023-04-29 11:50:31,Cash,2023-04-29 11:50:31
BM-TXN0035000,BM-C00246,BM-P0008,BM-S033,4,70.21,280.84,2023-08-22 01:14:31,Card,2023-08-22 01:14:31
BM-TXN0023613,BM-C02792,BM-P0011,BM-S034,6,153.84,923.04,2023-02-26 00:37:22,UPI,2023-02-26 00:37:22
BM-TXN0017009,BM-C02636,BM-P0005,BM-S031,10,482.66,4826.6,2024-10-31 14:40:27,UPI,2024-10-31 14:40:27
BM-TXN0030487,BM-C00874,BM-P0007,BM-S027,2,581.53,1163.06,2024-12-15 04:30:24,Card,2024-12-15 04:30:24
BM-TXN0024575,BM-C01955,BM-P0025,BM-S004,4,622.83,2491.32,2024-09-01 17:12:09,Wallet,2024-09-01 17:12:09
BM-TXN0034758,BM-C03765,BM-P0007,BM-S031,4,581.53,2326.12,2024-10-31 03:27:33,Cash,2024-10-31 03:27:33
BM-TXN0051581,BM-C02961,BM-P0032,BM-S004,5,434.9,2174.5,2024-12-12 12:53:48,Wallet,2024-12-12 12:53:48
BM-TXN0007430,BM-C03502,BM-P0027,BM-S020,9,553.16,4978.44,2024-06-07 19:45:00,UPI,2024-06-07 19:45:00
BM-TXN0059841,BM-C03315,BM-P0026,BM-S002,3,73.89,221.67,2023-10-09 15:22:13,UPI,2023-10-09 15:22:13
BM-TXN0048643,BM-C01204,BM-P0034,BM-S017,4,191.51,766.04,2023-03-28 17:54:12,Wallet,2023-03-28 17:54:12
BM-TXN0033369,BM-C02939,BM-P0034,BM-S011,3,191.51,574.53,2023-04-28 10:57:55,Cash,2023-04-28 10:57:55
BM-TXN0016735,BM-C01951,BM-P0007,BM-S019,5,581.53,2907.65,2024-06-18 09:39:59,UPI,2024-06-18 09:39:59
BM-TXN0021297,BM-C02366,BM-P0027,BM-S016,1,553.16,553.16,2024-02-13 14:36:46,Cash,2024-02-13 14:36:46
BM-TXN0006019,BM-C03466,BM-P0007,BM-S017,4,581.53,2326.12,2024-08-06 15:11:59,Cash,2024-08-06 15:11:59
BM-TXN0054208,BM-C00195,BM-P0008,BM-S014,2,70.21,140.42,2024-09-16 01:17:43,Card,2024-09-16 01:17:43
BM-TXN0035219,BM-C02463,BM-P0029,BM-S011,8,94.26,754.08,2023-07-05 11:49:36,Cash,2023-07-05 11:49:36
BM-TXN0047926,BM-C02445,BM-P0016,BM-S006,9,361.04,3249.36,2024-04-09 11:19:42,UPI,2024-04-09 11:19:42
BM-TXN0003462,BM-C02250,BM-P0028,BM-S034,1,527.53,527.53,2024-01-07 08:30:19,Card,2024-01-07 08:30:19
BM-TXN0046202,BM-C01760,BM-P0019,BM-S032,7,528.99,3702.93,2024-12-03 19:49:10,UPI,2024-12-03 19:49:10
BM-TXN0000541,BM-C02425,BM-P0021,BM-S014,1,526.7,526.7,2024-03-22 21:11:53,Wallet,2024-03-22 21:11:53
BM-TXN0059194,BM-C03338,BM-P0034,BM-S034,8,191.51,1532.08,2024-10-31 08:15:29,Card,2024-10-31 08:15:29
BM-TXN0001556,BM-C00675,BM-P0021,BM-S009,9,526.7,4740.3,2023-10-15 20:47:44,Cash,2023-10-15 20:47:44
BM-TXN0035525,BM-C00437,BM-P0016,BM-S040,8,361.04,2888.32,2023-12-14 21:43:05,Cash,2023-12-14 21:43:05
BM-TXN0020435,BM-C03057,BM-P0040,BM-S002,1,449.73,449.73,2024-01-02 13:51:12,Cash,2024-01-02 13:51:12
BM-TXN0048563,BM-C01679,BM-P0005,BM-S007,6,482.66,2895.96,2024-03-01 18:51:33,UPI,2024-03-01 18:51:33
BM-TXN0007786,BM-C00892,BM-P0009,BM-S009,5,282.92,1414.6,2023-05-04 06:42:22,Wallet,2023-05-04 06:42:22
BM-TXN0023117,BM-C01031,BM-P0003,BM-S006,10,189.64,1896.4,2023-06-10 15:33:59,Wallet,2023-06-10 15:33:59
BM-TXN0011749,BM-C00451,BM-P0033,BM-S034,6,558.13,3348.78,2023-12-16 12:59:00,Cash,2023-12-16 12:59:00
BM-TXN0055344,BM-C01741,BM-P0009,BM-S008,4,282.92,1131.68,2024-08-10 02:24:31,Wallet,2024-08-10 02:24:31
BM-TXN0030360,BM-C03568,BM-P0012,BM-S021,8,335.9,2687.2,2023-12-09 12:17:11,Card,2023-12-09 12:17:11
BM-TXN0047345,BM-C01526,BM-P0038,BM-S026,9,118.76,1068.84,2023-03-23 07:55:54,Cash,2023-03-23 07:55:54
BM-TXN0054849,BM-C01855,BM-P0034,BM-S031,5,191.51,957.55,2023-07-13 16:46:12,UPI,2023-07-13 16:46:12
BM-TXN0011904,BM-C02897,BM-P0014,BM-S038,5,141.26,706.3,2024-03-09 02:13:36,Cash,2024-03-09 02:13:36
BM-TXN0018030,BM-C00661,BM-P0021,BM-S019,5,526.7,2633.5,2024-03-30 13:39:47,Card,2024-03-30 13:39:47
BM-TXN0015197,BM-C00719,BM-P0001,BM-S003,5,421.04,2105.2,2024-10-29 17:09:04,Cash,2024-10-29 17:09:04
BM-TXN0047697,BM-C00179,BM-P0012,BM-S039,9,335.9,3023.1,2023-12-29 22:45:45,Wallet,2023-12-29 22:45:45
BM-TXN0012029,BM-C02131,BM-P0025,BM-S010,1,622.83,622.83,2024-01-02 10:47:04,Card,2024-01-02 10:47:04
BM-TXN0027898,BM-C01038,BM-P0026,BM-S019,2,73.89,147.78,2023-05-09 20:44:01,UPI,2023-05-09 20:44:01
BM-TXN0043224,BM-C00964,BM-P0014,BM-S007,1,141.26,141.26,2023-06-17 08:28:19,Card,2023-06-17 08:28:19
BM-TXN0055607,BM-C03007,BM-P0014,BM-S019,1,141.26,141.26,2024-10-22 13:31:30,Wallet,2024-10-22 13:31:30
BM-TXN0017219,BM-C02334,BM-P0023,BM-S002,8,231.06,1848.48,2024-07-30 21:17:15,Card,2024-07-30 21:17:15
BM-TXN0002597,BM-C01923,BM-P0032,BM-S036,9,434.9,3914.1,2023-07-22 14:59:31,Card,2023-07-22 14:59:31
BM-TXN0029503,BM-C00964,BM-P0027,BM-S010,4,553.16,2212.64,2024-04-03 00:45:23,Cash,2024-04-03 00:45:23
BM-TXN0007640,BM-C00322,BM-P0003,BM-S004,1,189.64,189.64,2023-01-15 18:09:00,Cash,2023-01-15 18:09:00
BM-TXN0040510,BM-C00930,BM-P0039,BM-S029,5,643.35,3216.75,2024-10-03 19:40:10,UPI,2024-10-03 19:40:10
BM-TXN0031660,BM-C02047,BM-P0007,BM-S028,10,581.53,5815.3,2023-05-16 04:45:48,Card,2023-05-16 04:45:48
BM-TXN0035653,BM-C03538,BM-P0032,BM-S011,10,434.9,4349.0,2024-03-11 11:17:31,UPI,2024-03-11 11:17:31
BM-TXN0053624,BM-C01314,BM-P0012,BM-S001,8,335.9,2687.2,2024-05-17 14:43:40,Cash,2024-05-17 14:43:40
BM-TXN0005428,BM-C00554,BM-P0029,BM-S009,10,94.26,942.6,2023-07-17 10:44:51,UPI,2023-07-17 10:44:51
BM-TXN0058193,BM-C01800,BM-P0004,BM-S033,3,156.74,470.22,2024-07-09 03:33:01,Card,2024-07-09 03:33:01
BM-TXN0011976,BM-C01132,BM-P0020,BM-S002,3,19.13,57.39,2024-03-18 06:45:35,Card,2024-03-18 06:45:35
BM-TXN0012155,BM-C00384,BM-P0008,BM-S011,2,70.21,140.42,2024-06-21 20:21:27,UPI,2024-06-21 20:21:27
BM-TXN0014889,BM-C01199,BM-P0023,BM-S031,4,231.06,924.24,2023-01-06 13:39:23,Wallet,2023-01-06 13:39:23
BM-TXN0029825,BM-C00549,BM-P0019,BM-S024,2,528.99,1057.98,2024-07-06 00:46:55,Wallet,2024-07-06 00:46:55
BM-TXN0019101,BM-C03627,BM-P0016,BM-S027,4,361.04,1444.16,2024-05-09 16:48:17,Wallet,2024-05-09 16:48:17
BM-TXN0054008,BM-C01823,BM-P0017,BM-S009,9,154.98,1394.82,2023-09-26 01:33:19,UPI,2023-09-26 01:33:19
BM-TXN0023506,BM-C03752,BM-P0028,BM-S035,9,527.53,4747.77,2024-09-30 18:05:32,UPI,2024-09-30 18:05:32
BM-TXN0050088,BM-C03939,BM-P0016,BM-S023,9,361.04,3249.36,2024-07-11 04:07:14,Card,2024-07-11 04:07:14
BM-TXN0055396,BM-C02642,BM-P0032,BM-S005,6,434.9,2609.4,2024-03-15 02:25:19,Cash,2024-03-15 02:25:19
BM-TXN0033545,BM-C02862,BM-P0023,BM-S036,8,231.06,1848.48,2024-10-24 10:28:54,Wallet,2024-10-24 10:28:54
BM-TXN0009906,BM-C01573,BM-P0013,BM-S008,6,31.85,191.1,2024-04-23 01:00:35,UPI,2024-04-23 01:00:35
BM-TXN0031153,BM-C01851,BM-P0032,BM-S035,10,434.9,4349.0,2024-11-11 07:44:09,UPI,2024-11-11 07:44:09
BM-TXN0033105,BM-C02179,BM-P0023,BM-S024,10,231.06,2310.6,2024-10-16 13:59:07,Card,2024-10-16 13:59:07
BM-TXN0047515,BM-C03518,BM-P0025,BM-S018,8,622.83,4982.64,2023-03-17 18:50:27,Wallet,2023-03-17 18:50:27
BM-TXN0040745,BM-C00101,BM-P0007,BM-S026,3,581.53,1744.59,2024-03-13 14:57:22,Card,2024-03-13 14:57:22
BM-TXN0028314,BM-C00598,BM-P0020,BM-S019,9,19.13,172.17,2023-07-23 10:44:16,UPI,2023-07-23 10:44:16
BM-TXN0045169,BM-C03447,BM-P0030,BM-S007,1,365.55,365.55,2024-03-01 20:50:23,Card,2024-03-01 20:50:23
BM-TXN0054844,BM-C02616,BM-P0028,BM-S019,4,527.53,2110.12,2024-03-26 11:39:53,UPI,2024-03-26 11:39:53
BM-TXN0025825,BM-C02065,BM-P0038,BM-S020,2,118.76,237.52,2023-09-13 04:18:27,Cash,2023-09-13 04:18:27
BM-TXN0057581,BM-C02436,BM-P0015,BM-S017,1,427.68,427.68,2023-01-05 10:11:36,Card,2023-01-05 10:11:36
BM-TXN0059679,BM-C02887,BM-P0013,BM-S010,1,31.85,31.85,2024-11-21 05:10:55,Card,2024-11-21 05:10:55
BM-TXN0016447,BM-C02630,BM-P0014,BM-S035,9,141.26,1271.34,2024-01-30 21:34:59,UPI,2024-01-30 21:34:59
BM-TXN0047192,BM-C03993,BM-P0036,BM-S028,7,460.66,3224.62,2024-12-05 05:19:16,Card,2024-12-05 05:19:16
BM-TXN0059392,BM-C00306,BM-P0008,BM-S008,5,70.21,351.05,2023-12-08 06:17:39,Cash,2023-12-08 06:17:39
BM-TXN0001501,BM-C03588,BM-P0027,BM-S032,3,553.16,1659.48,2024-04-08 22:03:03,UPI,2024-04-08 22:03:03
BM-TXN0052301,BM-C03840,BM-P0015,BM-S014,10,427.68,4276.8,2023-11-20 09:46:35,UPI,2023-11-20 09:46:35
BM-TXN0030745,BM-C00021,BM-P0004,BM-S040,4,156.74,626.96,2023-03-12 12:32:36,Wallet,2023-03-12 12:32:36
BM-TXN0045824,BM-C03202,BM-P0037,BM-S031,8,418.21,3345.68,2023-09-22 17:09:47,Card,2023-09-22 17:09:47
BM-TXN0025206,BM-C02794,BM-P0019,BM-S034,7,528.99,3702.93,2024-12-23 17:29:38,UPI,2024-12-23 17:29:38
BM-TXN0018298,BM-C01320,BM-P0015,BM-S039,6,427.68,2566.08,2024-11-21 19:15:41,UPI,2024-11-21 19:15:41
BM-TXN0040513,BM-C02615,BM-P0001,BM-S004,5,421.04,2105.2,2023-11-20 17:00:40,UPI,2023-11-20 17:00:40
BM-TXN0053984,BM-C03132,BM-P0029,BM-S034,2,94.26,188.52,2024-05-04 16:47:12,Card,2024-05-04 16:47:12
BM-TXN0003537,BM-C00433,BM-P0029,BM-S024,8,94.26,754.08,2024-02-22 10:08:20,Card,2024-02-22 10:08:20
BM-TXN0039325,BM-C01470,BM-P0038,BM-S023,2,118.76,237.52,2024-02-24 01:13:25,Wallet,2024-02-24 01:13:25
BM-TXN0053762,BM-C03868,BM-P0036,BM-S032,8,460.66,3685.28,2024-03-31 08:57:21,Card,2024-03-31 08:57:21
BM-TXN0033285,BM-C00051,BM-P0037,BM-S033,5,418.21,2091.05,2024-08-28 14:20:45,Cash,2024-08-28 14:20:45
BM-TXN0059358,BM-C02151,BM-P0013,BM-S002,6,31.85,191.1,2023-02-19 14:16:33,UPI,2023-02-19 14:16:33
BM-TXN0020016,BM-C02582,BM-P0019,BM-S006,9,528.99,4760.91,2023-10-03 04:53:50,Card,2023-10-03 04:53:50
BM-TXN0051762,BM-C03592,BM-P0022,BM-S029,7,458.32,3208.24,2023-05-03 11:51:40,UPI,2023-05-03 11:51:40
BM-TXN0016493,BM-C00678,BM-P0040,BM-S012,7,449.73,3148.11,2024-11-21 17:47:58,Wallet,2024-11-21 17:47:58
BM-TXN0016673,BM-C00022,BM-P0015,BM-S020,10,427.68,4276.8,2024-04-13 03:02:57,Cash,2024-04-13 03:02:57
BM-TXN0052404,BM-C00105,BM-P0020,BM-S007,5,19.13,95.65,2024-06-21 16:07:16,Wallet,2024-06-21 16:07:16
BM-TXN0007911,BM-C01930,BM-P0020,BM-S002,8,19.13,153.04,2023-03-14 22:15:46,Cash,2023-03-14 22:15:46
BM-TXN0000212,BM-C03661,BM-P0034,BM-S039,10,191.51,1915.1,2023-05-16 09:18:20,Card,2023-05-16 09:18:20
BM-TXN0017672,BM-C02394,BM-P0014,BM-S008,10,141.26,1412.6,2023-08-11 20:36:43,UPI,2023-08-11 20:36:43
BM-TXN0014789,BM-C02260,BM-P0020,BM-S005,7,19.13,133.91,2023-09-27 14:36:33,Card,2023-09-27 14:36:33
BM-TXN0004764,BM-C02699,BM-P0026,BM-S028,3,73.89,221.67,2023-08-02 09:43:16,UPI,2023-08-02 09:43:16
BM-TXN0054020,BM-C02396,BM-P0009,BM-S031,1,282.92,282.92,2024-06-19 15:23:33,Wallet,2024-06-19 15:23:33
